chrom,pos,ref_len,alt_len,size,vclass,sig_classes,best_axis,best_nlp,n_axes,MAF,tier,region,gene,symbol,protein_name,categories,strand,te_overlap,nearest_gene,dist_to_gene,block,block_span_genes,block_gene_mismatch,snp_cosig_2kb,snp_cosig_dist,snp_cosig_axes
Chr3,7979137,1,3,2,smallindel,"nonsnp,smallindel",bio15,8.574328272610344,3,0.0771016695282676,3_promoter,promoter,AT3G22530,AT3G22530,Heat shock protein,temperature,-,True,AT3G22530,502,Chr3_3903,AT3G22520;AT3G22530,False,True,186.0,"bio1,bio10,bio15,pc1"
Chr5,17203450,2,1,1,smallindel,"nonsnp,smallindel",bio1,8.566298303805372,2,0.1763618209145286,3_promoter,promoter,AT5G42910,BZIP15,ABSCISIC ACID-INSENSITIVE 5-like protein 8 (bZIP transcription factor 15) (AtbZIP15),water,+,True,AT5G42910,291,Chr5_7892,,False,True,29.0,bio1
Chr5,9815510,2,1,1,smallindel,"nonsnp,smallindel",bio17,8.56515373362795,2,0.0969544540752064,3_promoter,promoter,AT5G27715,,,,-,False,AT5G27715,37,Chr5_5307,AT5G27710;AT5G27715;AT5G27720,False,False,,
Chr1,22313603,1,12,11,smallindel,"nonsnp,smallindel",bio15,8.553990244775955,1,0.0743398503823713,3_promoter,promoter,AT1G60580,,,,-,False,AT1G60580,119,Chr1_10467,AT1G60560;AT1G60570;AT1G60580;AT1G60590,False,False,,
Chr4,15024269,2,2,0,snp,"nonsnp,smallindel",bio1,8.553413570096298,3,0.203921231356534,3_promoter,promoter,AT4G30860,ASHR3,Histone-lysine N-methyltransferase ASHR3 (EC 2.1.1.-) (ASH1-related protein 3) (Protein SET DOMAIN GROUP 4) (Protein stamen loss),,+,False,AT4G30860,202,Chr4_7611,AT4G30860;AT4G30870;AT4G30872,False,True,100.0,"bio1,bio10,bio15"
Chr5,7657179,3,1,2,smallindel,"nonsnp,smallindel",bio10,8.53800232385812,1,0.4914605400779031,3_promoter,promoter,AT5G22900,CHX3,Cation/H(+) antiporter 3 (Protein CATION/H+ EXCHANGER 3) (AtCHX3),,+,False,AT5G22900,43,Chr5_3865,AT5G22900,False,True,29.0,"bio1,bio10,bio5"
Chr1,25773046,1,30,29,smallindel,"nonsnp,smallindel",bio17,8.532343752237427,1,0.4947682293978604,3_promoter,promoter,AT1G68640,PAN,Transcription factor PERIANTHIA (bZIP transcription factor 46) (AtbZIP46),flowering,-,False,AT1G68640,503,Chr1_13223,,False,True,6.0,bio17
Chr1,4767022,1,3,2,smallindel,"nonsnp,smallindel",bio11,8.518092441312671,3,0.0762375647371465,3_promoter,promoter,AT1G13940,AT1G13940,"T-box transcription factor, putative (DUF863)",,-,False,AT1G13940,273,Chr1_2391,AT1G13940,False,True,23.0,bio15
Chr5,4980464,1,3,2,smallindel,"nonsnp,smallindel",bio15,8.481544865803013,1,0.1006583192131736,3_promoter,promoter,AT5G15330,SPX4,SPX domain-containing protein 4 (Protein SPX DOMAIN GENE 4) (AtSPX4),oxidative,+,False,AT5G15330,24,Chr5_2406,AT5G15330;AT5G15340,False,False,,
Chr5,4337749,1,3,2,smallindel,"nonsnp,smallindel",bio8,8.470788258090218,1,0.0725219358097423,3_promoter,promoter,AT5G13500,HPAT3,Hydroxyproline O-arabinosyltransferase 3 (EC 2.4.2.58),,+,False,AT5G13490,69,Chr5_2146,AT5G13490;AT5G13500,False,False,,
Chr5,4027673,3,3,0,snp,"nonsnp,smallindel",bio15,8.464515604254704,1,0.3683922507546164,3_promoter,promoter,AT5G12420,WSD7,Wax ester synthase/diacylglycerol acyltransferase 7 (WS/DGAT 7) (Diacylglycerol O-acyltransferase WSD7) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase WSD7) (EC 2.3.1.75),water,-,False,AT5G12430,304,Chr5_2028,,False,True,3.0,bio15
Chr2,1696884,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.433516533750613,1,0.2119421525435014,3_promoter,promoter,AT2G04840,ATFDB11,F-box only protein (DUF295),,+,False,AT2G04840,125,Chr2_984,AT2G04840;AT2G04842,False,False,,
Chr3,10152052,5,5,0,snp,"nonsnp,smallindel",bio3,8.423491773916094,1,0.1746460416100242,3_promoter,promoter,AT3G27430,PBB1,Proteasome subunit beta type-7-A (EC 3.4.25.1) (20S proteasome beta subunit B-1) (Proteasome component FA) (Proteasome component FB) (Proteasome subunit beta type-2),,+,True,AT3G27430,423,Chr3_5436,AT3G27425;AT3G27430,False,False,,
Chr2,10046863,1,6,5,smallindel,"nonsnp,smallindel",bio1,8.415737262509394,4,0.3926987214521928,3_promoter,promoter,AT2G23610,MES3,Methylesterase 3 (AtMES3) (EC 3.1.1.-),defense,-,False,AT2G23610,331,Chr2_3506,,False,True,111.0,"bio1,bio15,bio3"
Chr1,29945772,1,11,10,smallindel,"nonsnp,smallindel",bio10,8.407546033879491,1,0.1038924022154374,3_promoter,promoter,AT1G79590,SYP52,Syntaxin-52 (AtSYP52),defense,+,False,AT1G79590,465,Chr1_15617,AT1G79580;AT1G79590;AT1G79600;AT1G79610;AT1G79620;AT1G79630;AT1G79640;AT1G79650;AT1G79660;AT1G79670;AT1G79680,False,False,,
Chr3,2240673,18,1,17,smallindel,"nonsnp,smallindel",bio15,8.40430146328207,1,0.0745378949425437,3_promoter,promoter,AT3G07080,AT3G07080,EamA-like transporter family,,+,False,AT3G07080,346,Chr3_1154,AT3G07070;AT3G07080,False,True,58.0,bio15
Chr3,14679253,29,1,28,smallindel,"nonsnp,smallindel",bio15,8.402851719598612,3,0.0555078874934803,3_promoter,promoter,AT3G42560,AT3G42560,Pentatricopeptide repeat (PPR) superfamily protein,,+,True,AT3G42560,984,Chr3_6302,AT3G42550;AT3G42560;AT3G42565;AT3G42570,False,False,,
Chr4,7003747,2,1,1,smallindel,"nonsnp,smallindel",bio3,8.40033371264731,1,0.1656367453661832,3_promoter,promoter,AT4G11560,AIPP3,ASI1-immunoprecipitated protein 3 (Bromo-adjacent homology domain-containing protein 1) (BAH domain-containing transcriptional regulator 1) (Protein REPRESSOR OF VERNALIZATION 1) (AtRVR1),flowering,-,True,AT4G11560,254,Chr4_2733,AT4G11560,False,True,49.0,"bio11,bio6,pc1"
Chr1,4611733,48,1,47,smallindel,"nonsnp,smallindel",bio1,8.383046331339605,2,0.0626922358166087,3_promoter,promoter,AT1G13448,AT1G13448,,,+,False,AT1G13448,463,Chr1_2345,AT1G13440,True,True,95.0,"bio1,bio11,bio15"
Chr2,405424,2,1,1,smallindel,"nonsnp,smallindel",bio1,8.368156897579851,2,0.0809576619755138,3_promoter,promoter,AT2G01900,IP5P9,Type IV inositol polyphosphate 5-phosphatase 9 (At5PTase9) (EC 3.1.3.36) (EC 3.1.3.86),"water,oxidative",+,False,AT2G01900,493,Chr2_288,AT2G01900,False,False,,
Chr3,9020271,2,1,1,smallindel,"nonsnp,smallindel",bio1,8.358793888063891,2,0.069831219586459,3_promoter,promoter,AT3G24690,AT3G24690,Uncharacterized protein,,+,True,AT3G24690,379,Chr3_4580,AT3G24690;AT3G24700;AT3G24710,False,True,165.0,"bio1,bio15"
Chr1,835766,2,1,1,smallindel,"nonsnp,smallindel",bio8,8.358552091026688,1,0.1411490331996571,3_promoter,promoter,AT1G03380,ATG18G,Autophagy-related protein 18g (AtATG18g),,+,False,AT1G03380,18,Chr1_481,AT1G03330;AT1G03340;AT1G03350;AT1G03360;AT1G03365;AT1G03370;AT1G03380;AT1G03390;AT1G03400,False,False,,
Chr5,19695454,1,126,125,sv,"nonsnp,sv",bio18,8.349480866947857,5,0.062426821752028,3_promoter,promoter,AT5G48575,AT5G48575,DUF1216 domain-containing protein,,-,False,AT5G48575,389,Chr5_9891,AT5G48570;AT5G48575,False,False,,
Chr4,1179387,1,3,2,smallindel,"nonsnp,smallindel",bio10,8.347501723198162,1,0.1563434817574241,3_promoter,promoter,AT4G02670,IDD12,Protein indeterminate-domain 12,,-,False,AT4G02670,898,Chr4_892,AT4G02670,False,True,113.0,bio10
Chr3,15801292,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.346164687858057,1,0.1902002854780717,3_promoter,promoter,AT3G44010,AT3G44010,,,-,False,AT3G44020,79,Chr3_6524,AT3G44010,False,True,1464.0,bio15
Chr4,16135260,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.345828604140225,1,0.3197080872275613,3_promoter,promoter,AT4G33560,WIP5,Wound-responsive family protein,oxidative,+,False,AT4G33560,139,Chr4_7973,AT4G33540;AT4G33550;AT4G33560,False,True,5.0,bio15
Chr1,25772783,1,2,1,smallindel,"nonsnp,smallindel",bio17,8.339274193545979,1,0.477499398318204,3_promoter,promoter,AT1G68640,PAN,Transcription factor PERIANTHIA (bZIP transcription factor 46) (AtbZIP46),flowering,-,False,AT1G68640,240,Chr1_13222,AT1G68640,False,True,14.0,bio17
Chr4,7421956,20,1,19,smallindel,"nonsnp,smallindel",bio15,8.330371894818748,1,0.4069324840198863,3_promoter,promoter,AT4G12520,AT4G12520,At4g12520 (PEARLI 1-like protein),defense,-,False,AT4G12520,218,Chr4_3095,AT4G12520;AT4G12530,False,True,258.0,bio15
Chr3,2377943,2,2,0,snp,"nonsnp,smallindel",bio15,8.321060951372509,1,0.0691409165208989,3_promoter,promoter,AT3G07425,AT3G07425,Transmembrane protein,,+,False,AT3G07425,406,Chr3_1214,AT3G07425;AT3G07430,False,True,96.0,bio15
Chr4,8524299,2,1,1,smallindel,"nonsnp,smallindel",bio6,8.307771966995956,1,0.0737284042618491,3_promoter,promoter,AT4G14900,FRL4B,FRIGIDA-like protein 4b,flowering,-,False,AT4G14900,594,Chr4_3930,,False,False,,
Chr1,5875007,2,2,0,snp,"nonsnp,smallindel",bio15,8.30026841617219,1,0.0862426866184581,3_promoter,promoter,AT1G17190,GSTU26,Glutathione S-transferase U26 (AtGSTU26) (EC 2.5.1.18) (GST class-tau member 26),temperature,+,False,AT1G17190,342,Chr1_3003,,False,False,,
Chr4,7071146,123,1,122,sv,sv,pc1,8.293626648756113,5,0.0996448451822454,3_promoter,promoter,AT4G11740,PUX8,Plant UBX domain-containing protein 8 (PUX8) (Ara4-interacting protein) (Suppressor of ARA4-induced defect of ypt1) (SAY1),,+,False,AT4G11730,178,Chr4_2798,AT4G11730;AT4G11740,False,True,3.0,"bio11,bio6,pc1"
Chr3,8338243,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.292769244212137,1,0.1819703795693137,3_promoter,promoter,AT3G23310,AT3G23310,Uncharacterized protein At3g23310,,+,False,AT3G23310,657,Chr3_4137,,False,False,,
Chr1,23191499,1,3,2,smallindel,"nonsnp,smallindel",bio10,8.28309691235341,1,0.1777728796005249,3_promoter,promoter,AT1G62640,KAS III,"Beta-ketoacyl-[acyl-carrier-protein] synthase III, chloroplastic (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III)",defense,+,True,AT1G62640,729,Chr1_11184,,False,True,29.0,"bio1,bio10,bio15"
Chr3,18837706,1,3,2,smallindel,"nonsnp,smallindel",bio15,8.270469701996024,1,0.1361368352716619,3_promoter,promoter,AT3G50690,AT3G50690,Acidic leucine-rich nuclear phosphoprotein 32-related protein (ANP32/acidic nuclear phosphoprotein-like protein),,-,False,AT3G50690,609,Chr3_8355,AT3G50682;AT3G50685;AT3G50690;AT3G50695,False,False,,
Chr1,25554569,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.259306302964566,1,0.2773870988325639,3_promoter,promoter,AT1G68180,BTL15,RING-type E3 ubiquitin transferase (EC 2.3.2.27),defense,+,False,AT1G68180,151,Chr1_13062,AT1G68170;AT1G68180;AT1G68185;AT1G68190;AT1G68200,False,False,,
Chr5,19568552,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.25247544124428,1,0.4364979483864524,3_promoter,promoter,AT5G48280,MIF21.17,Transmembrane protein,,-,False,AT5G48290,344,Chr5_9783,,False,False,,
Chr5,15344376,1,4,3,smallindel,"nonsnp,smallindel",bio1,8.23009925756743,2,0.0853524208068847,3_promoter,promoter,AT5G38378,AT5G38378,Plant thionin family protein,,+,False,AT5G38378,72,Chr5_6596,AT5G38378;AT5G38380,False,True,1719.0,bio15
Chr3,2695775,2,2,0,snp,"nonsnp,smallindel",bio15,8.228749025229698,1,0.1127561330795288,3_promoter,promoter,AT3G08850,RAPTOR1,Regulatory-associated protein of TOR 1 (Protein RAPTOR 1) (Protein RAPTOR 1B) (AtRaptor1b),"flowering,water",-,False,AT3G08850,475,Chr3_1330,,False,False,,
Chr1,24149223,1,3,2,smallindel,"nonsnp,smallindel",bio15,8.222664919706538,1,0.0977841398932717,3_promoter,promoter,AT1G65010,AT1G65010,"Putative WEB family protein At1g65010, chloroplastic",,+,False,AT1G65010,320,Chr1_12093,AT1G65000;AT1G65010;AT1G65020;AT1G65030;AT1G65032,False,False,,
Chr4,8130290,1,2,1,smallindel,"nonsnp,smallindel",bio6,8.208721132500356,2,0.063835393298756,3_promoter,promoter,AT4G14104,AT4G14104,Capsid-like protein,,-,True,AT4G14105,614,Chr4_3652,AT4G14096;AT4G14103;AT4G14104;AT4G14105;AT4G14110,False,True,302.0,bio6
Chr2,1379803,1,3,2,smallindel,"nonsnp,smallindel",bio15,8.203286655026996,1,0.2509528290141712,3_promoter,promoter,AT2G04100,DTX6,Protein DETOXIFICATION 6 (AtDTX6) (Multidrug and toxic compound extrusion protein 6) (MATE protein 6),,-,True,AT2G04100,673,Chr2_829,AT2G04100,False,False,,
Chr4,8584950,1,25,24,smallindel,"nonsnp,smallindel",bio6,8.198756758339378,2,0.0589184652675281,3_promoter,promoter,AT4G15040,SBT4.2,Subtilisin-like protease SBT4.2 (EC 3.4.21.-) (Subtilase subfamily 4 member 2) (AtSBT4.2),,-,True,AT4G15040,828,Chr4_3961,AT4G15030;AT4G15040,False,False,,
Chr4,17596255,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.18096031653571,1,0.0642543976957147,3_promoter,promoter,AT4G37430,CYP81F1,Cytochrome P450 81F1 (EC 1.14.-.-),temperature,+,False,AT4G37430,855,Chr4_8747,,False,False,,
Chr4,7796726,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.149556293244475,1,0.1332352269779552,3_promoter,promoter,AT4G13410,CSLA15,Probable glucomannan 4-beta-mannosyltransferase 15 (EC 2.4.1.32) (Cellulose synthase-like protein A15) (AtCslA15) (Glucomannan synthase) (Mannan synthase 15),,-,False,AT4G13420,123,Chr4_3381,AT4G13420,True,False,,
Chr5,23203984,3,1,2,smallindel,"nonsnp,smallindel",bio1,8.14687784123226,4,0.0508691289208152,3_promoter,promoter,AT5G57270,MJB24.8,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",temperature,-,False,AT5G57270,192,Chr5_12002,,False,False,,
Chr4,2804433,3,1,2,smallindel,"nonsnp,smallindel",bio15,8.143668772808342,1,0.052137250250036,3_promoter,promoter,AT4G05520,EHD2,EH domain-containing protein 2 (AtEHD2) (EC 3.6.5.2),calcium,+,False,AT4G05520,16,Chr4_1599,AT4G05508;AT4G05520;AT4G05523;AT4G05530;AT4G05540;AT4G05553;AT4G05590;AT4G05612;AT4G05620;AT4G05630;AT4G05631;AT4G05632;AT4G06479,False,True,73.0,bio5
Chr4,16168032,3,1,2,smallindel,"nonsnp,smallindel",bio1,8.143597674200501,2,0.0533645749092102,3_promoter,promoter,AT4G33660,CYSTM11,Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 11 (AthCYSTM11),oxidative,-,False,AT4G33660,81,Chr4_7984,AT4G33650;AT4G33660,False,False,,
Chr1,29317075,2,2,0,snp,"nonsnp,smallindel",bio15,8.124292774986168,1,0.059423186562278,3_promoter,promoter,AT1G77980,AGL66,Agamous-like MADS-box protein AGL66,,-,False,AT1G77980,8,Chr1_15311,AT1G77980,False,False,,
Chr2,17422740,24,1,23,smallindel,"nonsnp,smallindel",bio15,8.109682543958428,1,0.0556987524032592,3_promoter,promoter,AT2G41750,DTWD2A,tRNA-uridine aminocarboxypropyltransferase A (EC 2.5.1.25) (DTW domain-containing protein 2 A),,-,False,AT2G41760,7,Chr2_7375,AT2G41750;AT2G41760;AT2G41770;AT2G41780,False,True,42.0,bio15
Chr5,23346720,1,2,1,smallindel,"nonsnp,smallindel",pc1,8.092946569558727,1,0.1175622181458906,3_promoter,promoter,AT5G57650,MUA2.24,Eukaryotic translation initiation factor-like protein,,-,False,AT5G57655,40,Chr5_12047,AT5G57655,True,True,60.0,pc1
Chr4,11352764,4,4,0,snp,"nonsnp,smallindel",bio1,8.080028062270063,2,0.1317662109028209,3_promoter,promoter,AT4G21340,BHLH103,Transcription factor bHLH103 (Basic helix-loop-helix protein 103) (AtbHLH103) (bHLH 103) (Transcription factor EN 62) (bHLH transcription factor bHLH103),,+,False,AT4G21340,218,Chr4_5833,,False,False,,
Chr2,16790139,7,1,6,smallindel,"nonsnp,smallindel",bio15,8.072824518291668,2,0.1380637775767933,3_promoter,promoter,AT2G40200,BHLH51,Transcription factor bHLH51 (Basic helix-loop-helix protein 51) (AtbHLH51) (bHLH 51) (Transcription factor EN 57) (bHLH transcription factor bHLH051),,+,False,AT2G40200,953,Chr2_7092,AT2G40200;AT2G40205;AT2G40210;AT2G40220;AT2G40230,False,True,94.0,"bio15,bio3"
Chr3,22766018,3,1,2,smallindel,"nonsnp,smallindel",bio15,8.06226992665519,1,0.1107344627380371,3_promoter,promoter,AT3G61510,ACS1,1-aminocyclopropane-1-carboxylate synthase-like protein 1,,-,False,AT3G61510,288,Chr3_10368,AT3G61510;AT3G61520;AT3G61530;AT3G61540;AT3G61545;AT3G61550;AT3G61560;AT3G61570,False,False,,
Chr1,9539047,1,4,3,smallindel,"nonsnp,smallindel",bio15,8.045001652455749,1,0.319986798546531,3_promoter,promoter,AT1G27461,DRG,DUF7950 domain-containing protein,"temperature,water",-,False,AT1G27461,34,Chr1_5119,AT1G27461;AT1G27470;AT1G27480;AT1G27490;AT1G27500,False,False,,
Chr3,10228488,5,1,4,smallindel,"nonsnp,smallindel",bio10,8.024544875078465,2,0.0644075491211631,3_promoter,promoter,AT3G27610,AT3G27610,Nucleotidylyl transferase superfamily protein,,-,True,AT3G27610,296,Chr3_5493,AT3G27610,False,False,,
Chr5,20468458,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.020864858496012,2,0.0854172381487759,3_promoter,promoter,AT5G50300,AZG2,Adenine/guanine permease AZG2 (AzgA-homolog protein) (Protein AZAGUANINE RESISTANT 2) (AtAzg2),,-,False,AT5G50300,334,Chr5_10393,AT5G50290;AT5G50300,False,False,,
Chr1,28919777,7,2,5,smallindel,"nonsnp,smallindel",bio1,8.020633558369644,2,0.0501880645751953,3_promoter,promoter,AT1G76955,AT1G76955,Expressed protein,,-,False,AT1G76955,232,Chr1_15130,AT1G76955,False,False,,
Chr1,252889,8,1,7,smallindel,"nonsnp,smallindel",bio3,8.012400060943431,1,0.1152086691422896,3_promoter,promoter,AT1G01695,TRM33,Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein,,+,False,AT1G01695,51,Chr1_158,AT1G01690;AT1G01695,False,True,10.0,bio3
Chr3,7029008,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.010647930109632,1,0.177743066440929,3_promoter,promoter,AT3G20140,CYP705A23,Cytochrome P450 family protein,temperature,+,False,AT3G20140,167,Chr3_3418,AT3G20130;AT3G20140,False,False,,
Chr3,2043407,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.01023796534283,1,0.2553392973813144,3_promoter,promoter,AT3G06550,RWA2,Protein REDUCED WALL ACETYLATION 2 (EC 2.3.1.-),defense,-,False,AT3G06550,448,Chr3_1080,AT3G06550,False,True,2.0,bio15
Chr4,7842742,10,1,9,smallindel,"nonsnp,smallindel",bio1,7.986657611473182,1,0.3131296201185746,3_promoter,promoter,AT4G13495,AT4G13495,,,+,False,AT4G13495,216,Chr4_3414,AT4G13495,False,True,14.0,"bio1,bio10"
Chr5,7741295,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.974935152210764,1,0.0911512699994173,3_promoter,promoter,AT5G23065,MIR162b,,,-,True,AT5G23065,598,Chr5_3924,,False,False,,
Chr1,11710599,1275,1,1274,sv,"nonsnp,sv",pc1,7.970156134292951,4,0.0863976316018538,3_promoter,promoter,AT1G32440,PKP3,"Plastidial pyruvate kinase 3, chloroplastic (PKp3) (EC 2.7.1.40) (Pyruvate kinase I) (Pyruvate kinase isozyme B2, chloroplastic) (PKP-BETA2) (Plastidic pyruvate kinase beta subunit 2)",,+,True,AT1G32440,289,Chr1_6373,AT1G32440,False,True,296.0,pc1
Chr1,26583562,1,41,40,smallindel,"nonsnp,smallindel",bio10,7.960272185551109,1,0.0746159065853465,3_promoter,promoter,AT1G70518,AT1G70518,,,+,False,AT1G70518,8,Chr1_13808,AT1G70518,False,True,18.0,bio10
Chr1,30202380,1,7,6,smallindel,"nonsnp,smallindel",bio15,7.949821855154691,1,0.06485454602675,3_promoter,promoter,AT1G80340,GA3OX2,Gibberellin 3-beta-dioxygenase 2 (EC 1.14.11.15) (GA 3-oxidase 2) (AtGA3ox2) (Gibberellin 3 beta-hydroxylase 2) (Protein GA4 homolog),light,-,False,AT1G80340,180,Chr1_15699,AT1G80340,False,False,,
Chr3,17475435,11,1,10,smallindel,"nonsnp,smallindel",bio8,7.939579669155848,1,0.0854822939092462,3_promoter,promoter,AT3G47420,G3Pp1,Putative glycerol-3-phosphate transporter 1 (G-3-P transporter 1) (Glycerol-3-phosphate permease 1) (AtG3Pp1) (G-3-P permease 1) (Protein PHOSPHATE STARVATION-INDUCED GENE 3) (AtPS3),,-,True,AT3G47420,177,Chr3_7515,AT3G47420,False,False,,
Chr1,4846954,4,1,3,smallindel,"nonsnp,smallindel",bio15,7.932657557603151,1,0.0871737057512456,3_promoter,promoter,AT1G14180,AT1G14180,RING/U-box superfamily protein,,+,False,AT1G14180,205,Chr1_2437,AT1G14180,False,False,,
Chr3,16002767,7,1,6,smallindel,"nonsnp,smallindel",bio10,7.931733701643624,1,0.1018898487091064,3_promoter,promoter,AT3G44326,AT3G44326,F-box protein At3g44326,defense,-,True,AT3G44326,649,Chr3_6611,AT3G44326,False,False,,
Chr1,19587156,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.930910631160523,2,0.1694356203079223,3_promoter,promoter,AT1G52570,PLDALPHA2,Phospholipase D alpha 2 (AtPLDalpha2) (PLD alpha 2) (EC 3.1.4.4) (Choline phosphatase 2) (Phosphatidylcholine-hydrolyzing phospholipase D 2),"water,oxidative,calcium",-,False,AT1G52570,106,Chr1_8915,,False,False,,
Chr3,6932260,1,5,4,smallindel,"nonsnp,smallindel",bio15,7.928343408460765,2,0.1168791922655972,3_promoter,promoter,AT3G19920,AT3G19920,BTB/POZ domain protein,,-,False,AT3G19920,454,Chr3_3371,AT3G19920,False,False,,
Chr2,8574928,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.927902805134225,1,0.2857796495611017,3_promoter,promoter,AT2G19870,AT2G19870,tRNA/rRNA methyltransferase (SpoU) family protein,,+,False,AT2G19860,928,Chr2_2810,AT2G19870,False,True,2.0,bio1
Chr4,16378439,13,2,11,smallindel,"nonsnp,smallindel",bio15,7.926305970406736,1,0.0581741278821771,3_promoter,promoter,AT4G34210,ASK11,SKP1-like protein 11 (AtSK11),"flowering,defense",+,True,AT4G34210,552,Chr4_8085,AT4G34190;AT4G34200;AT4G34210;AT4G34215;AT4G34220,False,True,17.0,bio15
Chr5,22429799,9,1,8,smallindel,"nonsnp,smallindel",bio15,7.921310951227384,1,0.1069471944462169,3_promoter,promoter,AT5G55300,TOP1A,DNA topoisomerase 1 alpha (EC 5.6.2.1) (DNA topoisomerase 1) (DNA topoisomerase I) (Protein FASCIATA 5) (Protein MGOUN1),flowering,-,True,AT5G55300,297,Chr5_11556,AT5G55270;AT5G55280;AT5G55290;AT5G55300,False,True,233.0,bio15
Chr2,800110,1,3,2,smallindel,"nonsnp,smallindel",bio10,7.9156247189281315,1,0.1311344558542425,3_promoter,promoter,AT2G02800,PBL3,Probable serine/threonine-protein kinase PBL3 (EC 2.7.11.1) (PBS1-like protein 3) (Protein kinase 2B),,-,True,AT2G02800,667,Chr2_540,AT2G02800,False,True,34.0,bio10
Chr5,25183948,1,2,1,smallindel,"nonsnp,smallindel",bio10,7.913017405670623,1,0.2864247235384854,3_promoter,promoter,AT5G62700,TUBB3,Tubulin beta-3 chain,,+,False,AT5G62690,219,Chr5_13043,AT5G62690;AT5G62700,False,False,,
Chr5,26933736,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.90828646343,1,0.0724628080021251,3_promoter,promoter,AT5G67480,BT4,BTB/POZ and TAZ domain-containing protein 4 (BTB and TAZ domain protein 4),"water,oxidative,defense,calcium",-,False,AT5G67488,214,Chr5_14048,AT5G67470;AT5G67480;AT5G67488;AT5G67490,False,False,,
Chr4,11762912,1,2,1,smallindel,"nonsnp,smallindel",bio6,7.890375515096334,2,0.1450657519427212,3_promoter,promoter,AT4G22235,AT4G22235,Defensin-like protein 95,,+,False,AT4G22230,224,Chr4_6070,AT4G22220;AT4G22230;AT4G22233;AT4G22235;AT4G22240,False,True,45.0,"bio11,bio4,bio6,bio7"
Chr2,612216,1,21,20,smallindel,"nonsnp,smallindel",bio10,7.859144240222426,1,0.103211142800071,3_promoter,promoter,AT2G02320,PP2B7,F-box protein PP2-B7 (Protein PHLOEM PROTEIN 2-LIKE B7) (AtPP2-B7),,-,False,AT2G02320,373,Chr2_404,,False,False,,
Chr2,12143843,11,1,10,smallindel,"nonsnp,smallindel",bio15,7.840428375619477,1,0.0538899248296564,3_promoter,promoter,AT2G28390,MON1,Vacuolar fusion protein MON1 homolog,defense,-,True,AT2G28390,378,Chr2_4679,AT2G28390,False,True,160.0,bio15
Chr5,418936,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.826053144934984,1,0.3596710508519953,3_promoter,promoter,AT5G02120,OHP1,"Light-harvesting complex-like protein OHP1, chloroplastic (High-light-induced protein) (AtHLIP) (One helix protein) (One helix protein 1) (Protein LIGHT-HARVESTING LIKE 2) (Protein PIGMENT DEFECTIVE 335)","flowering,temperature,light",+,True,AT5G02120,154,Chr5_261,AT5G02110,True,False,,
Chr2,11224542,2,4,2,smallindel,"nonsnp,smallindel",bio15,7.824414398424927,1,0.0596550919792868,3_promoter,promoter,AT2G26370,AT2G26370,MD-2-related lipid recognition domain-containing protein,,+,False,AT2G26370,22,Chr2_4180,AT2G26360;AT2G26370,False,True,4.0,bio15
Chr1,4611578,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.812351612359675,1,0.1530147682536732,3_promoter,promoter,AT1G13440,GAPC2,"Glyceraldehyde-3-phosphate dehydrogenase GAPC2, cytosolic (EC 1.2.1.12) (NAD-dependent glyceraldehydephosphate dehydrogenase C subunit 2)","temperature,defense",-,False,AT1G13448,665,Chr1_2345,AT1G13440,False,True,60.0,"bio1,bio11,bio15"
Chr5,3173315,2,1,1,smallindel,"nonsnp,smallindel",bio6,7.809574004875989,1,0.3224589824676513,3_promoter,promoter,AT5G10130,DFC,Protein DOWNSTREAM OF FLC (AtDFC) (Pollen allergen-like protein),flowering,-,False,AT5G10140,181,Chr5_1683,AT5G10110;AT5G10120;AT5G10130;AT5G10140;AT5G10150;AT5G10160;AT5G10170;AT5G10180;AT5G10190;AT5G10200;AT5G10210;AT5G10220;AT5G10230,False,False,,
