blockdef,model,cls,target,fit,band,band_lo,band_hi,rmse
clq0.9 tile,binomial,smallindel,mean,const,0.00-0.50,2,7,0.18687089366854914
clq0.9 tile,binomial,smallindel,mean,const,0.50-0.90,7,34,0.27484827894887676
clq0.9 tile,binomial,smallindel,mean,const,0.90-0.99,34,136,0.5509199460368968
clq0.9 tile,binomial,smallindel,mean,const,0.99-1.00,136,719,1.0442733034299505
clq0.9 tile,binomial,smallindel,mean,interp,0.00-0.50,2,7,0.25926167404833833
clq0.9 tile,binomial,smallindel,mean,interp,0.50-0.90,7,34,0.38738712547836013
clq0.9 tile,binomial,smallindel,mean,interp,0.90-0.99,34,136,0.8139295589890498
clq0.9 tile,binomial,smallindel,mean,interp,0.99-1.00,136,719,1.1268796537090682
clq0.9 tile,binomial,nonsnp,sd,deg2_clamp,0.00-0.50,2,7,0.17639454425175144
clq0.9 tile,binomial,nonsnp,sd,deg2_clamp,0.50-0.90,7,35,0.27827781209201213
clq0.9 tile,binomial,nonsnp,sd,deg2_clamp,0.90-0.99,35,144,0.4916852044530562
clq0.9 tile,binomial,nonsnp,sd,deg2_clamp,0.99-1.00,144,773,1.0405606147704685
clq0.9 tile,binomial,nonsnp,sd,deg5_clamp,0.00-0.50,2,7,0.14705928098467064
clq0.9 tile,binomial,nonsnp,sd,deg5_clamp,0.50-0.90,7,35,0.25775764400316253
clq0.9 tile,binomial,nonsnp,sd,deg5_clamp,0.90-0.99,35,144,0.45865085549484175
clq0.9 tile,binomial,nonsnp,sd,deg5_clamp,0.99-1.00,144,773,0.7932745880208123
clq0.9 tile,binomial,nonsnp,sd,deg7_clamp,0.00-0.50,2,7,0.14409129726301279
clq0.9 tile,binomial,nonsnp,sd,deg7_clamp,0.50-0.90,7,35,0.25693149622219563
clq0.9 tile,binomial,nonsnp,sd,deg7_clamp,0.90-0.99,35,144,0.4564881242331079
clq0.9 tile,binomial,nonsnp,sd,deg7_clamp,0.99-1.00,144,773,0.7731848142636683
clq0.9 tile,binomial,nonsnp,sd,deg10_clamp,0.00-0.50,2,7,0.14540568544406407
clq0.9 tile,binomial,nonsnp,sd,deg10_clamp,0.50-0.90,7,35,0.25799415856163394
clq0.9 tile,binomial,nonsnp,sd,deg10_clamp,0.90-0.99,35,144,0.459250335254633
clq0.9 tile,binomial,nonsnp,sd,deg10_clamp,0.99-1.00,144,773,0.8235674831926156
clq0.9 tile,binomial,nonsnp,sd,deg15_clamp,0.00-0.50,2,7,0.1435138215011956
clq0.9 tile,binomial,nonsnp,sd,deg15_clamp,0.50-0.90,7,35,0.25833486561636454
clq0.9 tile,binomial,nonsnp,sd,deg15_clamp,0.90-0.99,35,144,0.4662430700027409
clq0.9 tile,binomial,nonsnp,sd,deg15_clamp,0.99-1.00,144,773,1.2024711305033922
clq0.9 tile,binomial,nonsnp,sd,deg20_clamp,0.00-0.50,2,7,0.14364332148033837
clq0.9 tile,binomial,nonsnp,sd,deg20_clamp,0.50-0.90,7,35,0.25789790668666096
clq0.9 tile,binomial,nonsnp,sd,deg20_clamp,0.90-0.99,35,144,0.4698666530585999
clq0.9 tile,binomial,nonsnp,sd,deg20_clamp,0.99-1.00,144,773,4.0223391151487435
clq0.9 tile,binomial,nonsnp,sd,deg2,0.00-0.50,2,7,0.17639454425175144
clq0.9 tile,binomial,nonsnp,sd,deg2,0.50-0.90,7,35,0.27827781209201213
clq0.9 tile,binomial,nonsnp,sd,deg2,0.90-0.99,35,144,0.4916852044530562
clq0.9 tile,binomial,nonsnp,sd,deg2,0.99-1.00,144,773,1.1687409197047136
clq0.9 tile,binomial,nonsnp,sd,deg7,0.00-0.50,2,7,0.14409129726301279
clq0.9 tile,binomial,nonsnp,sd,deg7,0.50-0.90,7,35,0.25693149622219563
clq0.9 tile,binomial,nonsnp,sd,deg7,0.90-0.99,35,144,0.4564881242331079
clq0.9 tile,binomial,nonsnp,sd,deg7,0.99-1.00,144,773,9.279842190100577
clq0.9 tile,binomial,nonsnp,sd,isotonic,0.00-0.50,2,7,0.14506897343437977
clq0.9 tile,binomial,nonsnp,sd,isotonic,0.50-0.90,7,35,0.25783946144883557
clq0.9 tile,binomial,nonsnp,sd,isotonic,0.90-0.99,35,144,0.48660548621920424
clq0.9 tile,binomial,nonsnp,sd,isotonic,0.99-1.00,144,773,0.7629701087298477
clq0.9 tile,binomial,nonsnp,mean,deg2_clamp,0.00-0.50,2,7,0.18346418976969275
clq0.9 tile,binomial,nonsnp,mean,deg2_clamp,0.50-0.90,7,35,0.27189055212741736
clq0.9 tile,binomial,nonsnp,mean,deg2_clamp,0.90-0.99,35,144,0.5428481357985022
clq0.9 tile,binomial,nonsnp,mean,deg2_clamp,0.99-1.00,144,773,1.036780011690198
clq0.9 tile,binomial,nonsnp,mean,deg5_clamp,0.00-0.50,2,7,0.1836322980807223
clq0.9 tile,binomial,nonsnp,mean,deg5_clamp,0.50-0.90,7,35,0.27183258726406634
clq0.9 tile,binomial,nonsnp,mean,deg5_clamp,0.90-0.99,35,144,0.5517321339047346
clq0.9 tile,binomial,nonsnp,mean,deg5_clamp,0.99-1.00,144,773,1.067996486004409
clq0.9 tile,binomial,nonsnp,mean,deg7_clamp,0.00-0.50,2,7,0.18346084091213138
clq0.9 tile,binomial,nonsnp,mean,deg7_clamp,0.50-0.90,7,35,0.2720232154873073
clq0.9 tile,binomial,nonsnp,mean,deg7_clamp,0.90-0.99,35,144,0.561462690243149
clq0.9 tile,binomial,nonsnp,mean,deg7_clamp,0.99-1.00,144,773,1.0755907146608652
clq0.9 tile,binomial,nonsnp,mean,deg10_clamp,0.00-0.50,2,7,0.18359228366182984
clq0.9 tile,binomial,nonsnp,mean,deg10_clamp,0.50-0.90,7,35,0.2728093979686946
clq0.9 tile,binomial,nonsnp,mean,deg10_clamp,0.90-0.99,35,144,0.5705206079720959
clq0.9 tile,binomial,nonsnp,mean,deg10_clamp,0.99-1.00,144,773,1.1393188995766503
clq0.9 tile,binomial,nonsnp,mean,deg15_clamp,0.00-0.50,2,7,0.1844708994470332
clq0.9 tile,binomial,nonsnp,mean,deg15_clamp,0.50-0.90,7,35,0.2722659424439776
clq0.9 tile,binomial,nonsnp,mean,deg15_clamp,0.90-0.99,35,144,0.5913461054945273
clq0.9 tile,binomial,nonsnp,mean,deg15_clamp,0.99-1.00,144,773,1.182351371766417
clq0.9 tile,binomial,nonsnp,mean,deg20_clamp,0.00-0.50,2,7,0.18362229870435337
clq0.9 tile,binomial,nonsnp,mean,deg20_clamp,0.50-0.90,7,35,0.2725417496164503
clq0.9 tile,binomial,nonsnp,mean,deg20_clamp,0.90-0.99,35,144,0.5953460097745176
clq0.9 tile,binomial,nonsnp,mean,deg20_clamp,0.99-1.00,144,773,12.129535332732273
clq0.9 tile,binomial,nonsnp,mean,deg2,0.00-0.50,2,7,0.18346418976969275
clq0.9 tile,binomial,nonsnp,mean,deg2,0.50-0.90,7,35,0.27189055212741736
clq0.9 tile,binomial,nonsnp,mean,deg2,0.90-0.99,35,144,0.5428481357985022
clq0.9 tile,binomial,nonsnp,mean,deg2,0.99-1.00,144,773,1.0413379344563134
clq0.9 tile,binomial,nonsnp,mean,deg7,0.00-0.50,2,7,0.18346084091213138
clq0.9 tile,binomial,nonsnp,mean,deg7,0.50-0.90,7,35,0.2720232154873073
clq0.9 tile,binomial,nonsnp,mean,deg7,0.90-0.99,35,144,0.561462690243149
clq0.9 tile,binomial,nonsnp,mean,deg7,0.99-1.00,144,773,6.7050394726238265
clq0.9 tile,binomial,nonsnp,mean,isotonic_auto,0.00-0.50,2,7,0.1838082609678303
clq0.9 tile,binomial,nonsnp,mean,isotonic_auto,0.50-0.90,7,35,0.2716243247197404
clq0.9 tile,binomial,nonsnp,mean,isotonic_auto,0.90-0.99,35,144,0.549512274966615
clq0.9 tile,binomial,nonsnp,mean,isotonic_auto,0.99-1.00,144,773,1.1399949696241514
clq0.9 tile,binomial,nonsnp,mean,const,0.00-0.50,2,7,0.18337772084960774
clq0.9 tile,binomial,nonsnp,mean,const,0.50-0.90,7,35,0.27179566369718744
clq0.9 tile,binomial,nonsnp,mean,const,0.90-0.99,35,144,0.5306231862671724
clq0.9 tile,binomial,nonsnp,mean,const,0.99-1.00,144,773,1.1140094149132747
clq0.9 tile,binomial,nonsnp,mean,interp,0.00-0.50,2,7,0.25035134925671304
clq0.9 tile,binomial,nonsnp,mean,interp,0.50-0.90,7,35,0.3885462956286777
clq0.9 tile,binomial,nonsnp,mean,interp,0.90-0.99,35,144,0.7765147317340196
clq0.9 tile,binomial,nonsnp,mean,interp,0.99-1.00,144,773,1.1320631081048897
clq0.5 tile,kendall,snp,sd,deg2_clamp,0.00-0.50,2,16,0.5047806310230064
clq0.5 tile,kendall,snp,sd,deg2_clamp,0.50-0.90,16,147,0.7199998027937335
clq0.5 tile,kendall,snp,sd,deg2_clamp,0.90-0.99,147,895,1.4147912276356753
clq0.5 tile,kendall,snp,sd,deg2_clamp,0.99-1.00,895,4044,3.4714794413617396
clq0.5 tile,kendall,snp,sd,deg5_clamp,0.00-0.50,2,16,0.236709776822489
clq0.5 tile,kendall,snp,sd,deg5_clamp,0.50-0.90,16,147,0.47413767455522693
clq0.5 tile,kendall,snp,sd,deg5_clamp,0.90-0.99,147,895,1.1830473443051095
clq0.5 tile,kendall,snp,sd,deg5_clamp,0.99-1.00,895,4044,1.4539477797243694
clq0.5 tile,kendall,snp,sd,deg7_clamp,0.00-0.50,2,16,0.20680687928271468
clq0.5 tile,kendall,snp,sd,deg7_clamp,0.50-0.90,16,147,0.4491900583832266
clq0.5 tile,kendall,snp,sd,deg7_clamp,0.90-0.99,147,895,1.123934194341566
clq0.5 tile,kendall,snp,sd,deg7_clamp,0.99-1.00,895,4044,1.467224944536519
clq0.5 tile,kendall,snp,sd,deg10_clamp,0.00-0.50,2,16,0.18372845249977107
clq0.5 tile,kendall,snp,sd,deg10_clamp,0.50-0.90,16,147,0.42277309639460914
clq0.5 tile,kendall,snp,sd,deg10_clamp,0.90-0.99,147,895,1.203401463669453
clq0.5 tile,kendall,snp,sd,deg10_clamp,0.99-1.00,895,4044,1.4026076467790933
clq0.5 tile,kendall,snp,sd,deg15_clamp,0.00-0.50,2,16,0.18245767852675063
clq0.5 tile,kendall,snp,sd,deg15_clamp,0.50-0.90,16,147,0.4147649922080559
clq0.5 tile,kendall,snp,sd,deg15_clamp,0.90-0.99,147,895,1.2374438989369954
clq0.5 tile,kendall,snp,sd,deg15_clamp,0.99-1.00,895,4044,1.7257920800174553
clq0.5 tile,kendall,snp,sd,deg20_clamp,0.00-0.50,2,16,0.1815898754706608
clq0.5 tile,kendall,snp,sd,deg20_clamp,0.50-0.90,16,147,0.41607627014371856
clq0.5 tile,kendall,snp,sd,deg20_clamp,0.90-0.99,147,895,1.2640471291366446
clq0.5 tile,kendall,snp,sd,deg20_clamp,0.99-1.00,895,4044,3.863508481906164
clq0.5 tile,kendall,snp,sd,deg2,0.00-0.50,2,16,0.5047806310230064
clq0.5 tile,kendall,snp,sd,deg2,0.50-0.90,16,147,0.7199998027937335
clq0.5 tile,kendall,snp,sd,deg2,0.90-0.99,147,895,1.4147912276356753
clq0.5 tile,kendall,snp,sd,deg2,0.99-1.00,895,4044,3.978622570951873
clq0.5 tile,kendall,snp,sd,deg7,0.00-0.50,2,16,0.20680687928271468
clq0.5 tile,kendall,snp,sd,deg7,0.50-0.90,16,147,0.4491900583832266
clq0.5 tile,kendall,snp,sd,deg7,0.90-0.99,147,895,1.123934194341566
clq0.5 tile,kendall,snp,sd,deg7,0.99-1.00,895,4044,19.36203594482517
clq0.5 tile,kendall,snp,sd,isotonic,0.00-0.50,2,16,0.18966250713001342
clq0.5 tile,kendall,snp,sd,isotonic,0.50-0.90,16,147,0.4306733498707759
clq0.5 tile,kendall,snp,sd,isotonic,0.90-0.99,147,895,1.2265376046726735
clq0.5 tile,kendall,snp,sd,isotonic,0.99-1.00,895,4044,1.3678877032826726
clq0.5 tile,kendall,snp,mean,deg2_clamp,0.00-0.50,2,16,0.23088381148573228
clq0.5 tile,kendall,snp,mean,deg2_clamp,0.50-0.90,16,147,0.4968380536052394
clq0.5 tile,kendall,snp,mean,deg2_clamp,0.90-0.99,147,895,1.1407443188043271
clq0.5 tile,kendall,snp,mean,deg2_clamp,0.99-1.00,895,4044,1.4942120507742984
clq0.5 tile,kendall,snp,mean,deg5_clamp,0.00-0.50,2,16,0.22940567446913018
clq0.5 tile,kendall,snp,mean,deg5_clamp,0.50-0.90,16,147,0.4963173901139963
clq0.5 tile,kendall,snp,mean,deg5_clamp,0.90-0.99,147,895,1.1644980344671036
clq0.5 tile,kendall,snp,mean,deg5_clamp,0.99-1.00,895,4044,1.640491599887963
clq0.5 tile,kendall,snp,mean,deg7_clamp,0.00-0.50,2,16,0.22521358794761373
clq0.5 tile,kendall,snp,mean,deg7_clamp,0.50-0.90,16,147,0.4929237158338946
clq0.5 tile,kendall,snp,mean,deg7_clamp,0.90-0.99,147,895,1.199709543700079
clq0.5 tile,kendall,snp,mean,deg7_clamp,0.99-1.00,895,4044,1.6340828641821332
clq0.5 tile,kendall,snp,mean,deg10_clamp,0.00-0.50,2,16,0.22389298205144917
clq0.5 tile,kendall,snp,mean,deg10_clamp,0.50-0.90,16,147,0.4945973307718591
clq0.5 tile,kendall,snp,mean,deg10_clamp,0.90-0.99,147,895,1.22403203685279
clq0.5 tile,kendall,snp,mean,deg10_clamp,0.99-1.00,895,4044,1.6626873501776918
clq0.5 tile,kendall,snp,mean,deg15_clamp,0.00-0.50,2,16,0.2247009546516215
clq0.5 tile,kendall,snp,mean,deg15_clamp,0.50-0.90,16,147,0.4967313848716427
clq0.5 tile,kendall,snp,mean,deg15_clamp,0.90-0.99,147,895,1.2670461196031633
clq0.5 tile,kendall,snp,mean,deg15_clamp,0.99-1.00,895,4044,1.7323885163499255
clq0.5 tile,kendall,snp,mean,deg20_clamp,0.00-0.50,2,16,0.2251672158820282
clq0.5 tile,kendall,snp,mean,deg20_clamp,0.50-0.90,16,147,0.4966692619835135
clq0.5 tile,kendall,snp,mean,deg20_clamp,0.90-0.99,147,895,1.2787358146867778
clq0.5 tile,kendall,snp,mean,deg20_clamp,0.99-1.00,895,4044,2.6294244178155006
clq0.5 tile,kendall,snp,mean,deg2,0.00-0.50,2,16,0.23088381148573228
clq0.5 tile,kendall,snp,mean,deg2,0.50-0.90,16,147,0.4968380536052394
clq0.5 tile,kendall,snp,mean,deg2,0.90-0.99,147,895,1.1407443188043271
clq0.5 tile,kendall,snp,mean,deg2,0.99-1.00,895,4044,1.4990538597398935
clq0.5 tile,kendall,snp,mean,deg7,0.00-0.50,2,16,0.22521358794761373
clq0.5 tile,kendall,snp,mean,deg7,0.50-0.90,16,147,0.4929237158338946
clq0.5 tile,kendall,snp,mean,deg7,0.90-0.99,147,895,1.199709543700079
clq0.5 tile,kendall,snp,mean,deg7,0.99-1.00,895,4044,13.438720889148438
clq0.5 tile,kendall,snp,mean,isotonic_auto,0.00-0.50,2,16,0.2247343054820164
clq0.5 tile,kendall,snp,mean,isotonic_auto,0.50-0.90,16,147,0.49388662101394337
clq0.5 tile,kendall,snp,mean,isotonic_auto,0.90-0.99,147,895,1.1825104115864158
clq0.5 tile,kendall,snp,mean,isotonic_auto,0.99-1.00,895,4044,1.6873324620995458
clq0.5 tile,kendall,snp,mean,const,0.00-0.50,2,16,0.24407781598303185
clq0.5 tile,kendall,snp,mean,const,0.50-0.90,16,147,0.4972931961547237
clq0.5 tile,kendall,snp,mean,const,0.90-0.99,147,895,1.109831144332271
clq0.5 tile,kendall,snp,mean,const,0.99-1.00,895,4044,1.279259988068675
clq0.5 tile,kendall,snp,mean,interp,0.00-0.50,2,16,0.3169950490822813
clq0.5 tile,kendall,snp,mean,interp,0.50-0.90,16,147,0.6650229849946856
clq0.5 tile,kendall,snp,mean,interp,0.90-0.99,147,895,1.5550620643547535
clq0.5 tile,kendall,snp,mean,interp,0.99-1.00,895,4044,1.7345597764804594
clq0.5 tile,kendall,sv,sd,deg2_clamp,0.00-0.50,2,5,0.10533793512049147
clq0.5 tile,kendall,sv,sd,deg2_clamp,0.50-0.90,5,13,0.11909277251410562
clq0.5 tile,kendall,sv,sd,deg2_clamp,0.90-0.99,13,35,0.14084684638246475
clq0.5 tile,kendall,sv,sd,deg2_clamp,0.99-1.00,35,72,0.2620862080669809
clq0.5 tile,kendall,sv,sd,deg5_clamp,0.00-0.50,2,5,0.10508433661436503
clq0.5 tile,kendall,sv,sd,deg5_clamp,0.50-0.90,5,13,0.12017101085411744
clq0.5 tile,kendall,sv,sd,deg5_clamp,0.90-0.99,13,35,0.1587070704922979
clq0.5 tile,kendall,sv,sd,deg5_clamp,0.99-1.00,35,72,0.2562744374082185
clq0.5 tile,kendall,sv,sd,deg7_clamp,0.00-0.50,2,5,0.1074202527569618
clq0.5 tile,kendall,sv,sd,deg7_clamp,0.50-0.90,5,13,0.12181800040644866
clq0.5 tile,kendall,sv,sd,deg7_clamp,0.90-0.99,13,35,0.1728857383952738
clq0.5 tile,kendall,sv,sd,deg7_clamp,0.99-1.00,35,72,0.25708523370588426
clq0.5 tile,kendall,sv,sd,deg10_clamp,0.00-0.50,2,5,0.10843017894415659
clq0.5 tile,kendall,sv,sd,deg10_clamp,0.50-0.90,5,13,0.1230187302096295
clq0.5 tile,kendall,sv,sd,deg10_clamp,0.90-0.99,13,35,0.18137691476502063
clq0.5 tile,kendall,sv,sd,deg10_clamp,0.99-1.00,35,72,0.2698928601431813
clq0.5 tile,kendall,sv,sd,deg15_clamp,0.00-0.50,2,5,0.11069413851899605
clq0.5 tile,kendall,sv,sd,deg15_clamp,0.50-0.90,5,13,0.12765644941798626
clq0.5 tile,kendall,sv,sd,deg15_clamp,0.90-0.99,13,35,0.1969402286519038
clq0.5 tile,kendall,sv,sd,deg15_clamp,0.99-1.00,35,72,2.5925223703606055
clq0.5 tile,kendall,sv,sd,deg20_clamp,0.00-0.50,2,5,0.11099119845901295
clq0.5 tile,kendall,sv,sd,deg20_clamp,0.50-0.90,5,13,0.12808053981510653
clq0.5 tile,kendall,sv,sd,deg20_clamp,0.90-0.99,13,35,0.20131629709719548
clq0.5 tile,kendall,sv,sd,deg20_clamp,0.99-1.00,35,72,89.76557510985461
clq0.5 tile,kendall,sv,sd,deg2,0.00-0.50,2,5,0.10533793512049147
clq0.5 tile,kendall,sv,sd,deg2,0.50-0.90,5,13,0.11909277251410562
clq0.5 tile,kendall,sv,sd,deg2,0.90-0.99,13,35,0.14084684638246475
clq0.5 tile,kendall,sv,sd,deg2,0.99-1.00,35,72,0.26887629086600906
clq0.5 tile,kendall,sv,sd,deg7,0.00-0.50,2,5,0.1074202527569618
clq0.5 tile,kendall,sv,sd,deg7,0.50-0.90,5,13,0.12181800040644866
clq0.5 tile,kendall,sv,sd,deg7,0.90-0.99,13,35,0.1728857383952738
clq0.5 tile,kendall,sv,sd,deg7,0.99-1.00,35,72,0.896428102238793
clq0.5 tile,kendall,sv,sd,isotonic,0.00-0.50,2,5,0.10913291910928202
clq0.5 tile,kendall,sv,sd,isotonic,0.50-0.90,5,13,0.1274116267107528
clq0.5 tile,kendall,sv,sd,isotonic,0.90-0.99,13,35,0.17260103886808614
clq0.5 tile,kendall,sv,sd,isotonic,0.99-1.00,35,72,0.2201895727894493
clq0.5 tile,kendall,sv,mean,deg2_clamp,0.00-0.50,2,5,0.14959198828339876
clq0.5 tile,kendall,sv,mean,deg2_clamp,0.50-0.90,5,13,0.17039103281472331
clq0.5 tile,kendall,sv,mean,deg2_clamp,0.90-0.99,13,35,0.28784292804429285
clq0.5 tile,kendall,sv,mean,deg2_clamp,0.99-1.00,35,72,0.35241582454331766
clq0.5 tile,kendall,sv,mean,deg5_clamp,0.00-0.50,2,5,0.15189301406141198
clq0.5 tile,kendall,sv,mean,deg5_clamp,0.50-0.90,5,13,0.1721289576744255
clq0.5 tile,kendall,sv,mean,deg5_clamp,0.90-0.99,13,35,0.302469724625145
clq0.5 tile,kendall,sv,mean,deg5_clamp,0.99-1.00,35,72,0.3047056988895195
clq0.5 tile,kendall,sv,mean,deg7_clamp,0.00-0.50,2,5,0.15204742664967413
clq0.5 tile,kendall,sv,mean,deg7_clamp,0.50-0.90,5,13,0.17338032139507892
clq0.5 tile,kendall,sv,mean,deg7_clamp,0.90-0.99,13,35,0.31732755680406977
clq0.5 tile,kendall,sv,mean,deg7_clamp,0.99-1.00,35,72,0.31941910492460207
clq0.5 tile,kendall,sv,mean,deg10_clamp,0.00-0.50,2,5,0.15466901991212828
clq0.5 tile,kendall,sv,mean,deg10_clamp,0.50-0.90,5,13,0.18209976472619055
clq0.5 tile,kendall,sv,mean,deg10_clamp,0.90-0.99,13,35,0.31528007221068555
clq0.5 tile,kendall,sv,mean,deg10_clamp,0.99-1.00,35,72,0.5099627907430189
clq0.5 tile,kendall,sv,mean,deg15_clamp,0.00-0.50,2,5,0.15266131763292776
clq0.5 tile,kendall,sv,mean,deg15_clamp,0.50-0.90,5,13,0.19537331013279538
clq0.5 tile,kendall,sv,mean,deg15_clamp,0.90-0.99,13,35,0.30936224337184415
clq0.5 tile,kendall,sv,mean,deg15_clamp,0.99-1.00,35,72,1.2538024617858017
clq0.5 tile,kendall,sv,mean,deg20_clamp,0.00-0.50,2,5,0.15490491556320926
clq0.5 tile,kendall,sv,mean,deg20_clamp,0.50-0.90,5,13,0.1996597383603937
clq0.5 tile,kendall,sv,mean,deg20_clamp,0.90-0.99,13,35,0.3182253425747297
clq0.5 tile,kendall,sv,mean,deg20_clamp,0.99-1.00,35,72,169.66428925116102
clq0.5 tile,kendall,sv,mean,deg2,0.00-0.50,2,5,0.14959198828339876
clq0.5 tile,kendall,sv,mean,deg2,0.50-0.90,5,13,0.17039103281472331
clq0.5 tile,kendall,sv,mean,deg2,0.90-0.99,13,35,0.28784292804429285
clq0.5 tile,kendall,sv,mean,deg2,0.99-1.00,35,72,0.36171691405859974
clq0.5 tile,kendall,sv,mean,deg7,0.00-0.50,2,5,0.15204742664967413
clq0.5 tile,kendall,sv,mean,deg7,0.50-0.90,5,13,0.17338032139507892
clq0.5 tile,kendall,sv,mean,deg7,0.90-0.99,13,35,0.31732755680406977
clq0.5 tile,kendall,sv,mean,deg7,0.99-1.00,35,72,2.0570679538385575
clq0.5 tile,kendall,sv,mean,isotonic_auto,0.00-0.50,2,5,0.15118228979104117
clq0.5 tile,kendall,sv,mean,isotonic_auto,0.50-0.90,5,13,0.1737054057295684
clq0.5 tile,kendall,sv,mean,isotonic_auto,0.90-0.99,13,35,0.29673839155640597
clq0.5 tile,kendall,sv,mean,isotonic_auto,0.99-1.00,35,72,0.2360013952167473
clq0.5 tile,kendall,sv,mean,const,0.00-0.50,2,5,0.15002062244242445
clq0.5 tile,kendall,sv,mean,const,0.50-0.90,5,13,0.17001528823751832
clq0.5 tile,kendall,sv,mean,const,0.90-0.99,13,35,0.2623055456241389
clq0.5 tile,kendall,sv,mean,const,0.99-1.00,35,72,0.176070350956198
clq0.5 tile,kendall,sv,mean,interp,0.00-0.50,2,5,0.19522477068807692
clq0.5 tile,kendall,sv,mean,interp,0.50-0.90,5,13,0.22987175281745245
clq0.5 tile,kendall,sv,mean,interp,0.90-0.99,13,35,0.31836833716286544
clq0.5 tile,kendall,sv,mean,interp,0.99-1.00,35,72,0.28984036087473136
clq0.5 tile,kendall,smallindel,sd,deg2_clamp,0.00-0.50,2,10,0.21296355462575237
clq0.5 tile,kendall,smallindel,sd,deg2_clamp,0.50-0.90,10,68,0.3083279452750648
clq0.5 tile,kendall,smallindel,sd,deg2_clamp,0.90-0.99,68,319,0.8096495502610057
clq0.5 tile,kendall,smallindel,sd,deg2_clamp,0.99-1.00,319,947,1.5530008825913024
clq0.5 tile,kendall,smallindel,sd,deg5_clamp,0.00-0.50,2,10,0.15422470739668487
clq0.5 tile,kendall,smallindel,sd,deg5_clamp,0.50-0.90,10,68,0.2763140724360168
clq0.5 tile,kendall,smallindel,sd,deg5_clamp,0.90-0.99,68,319,0.700459211486112
clq0.5 tile,kendall,smallindel,sd,deg5_clamp,0.99-1.00,319,947,1.1731702909976902
clq0.5 tile,kendall,smallindel,sd,deg7_clamp,0.00-0.50,2,10,0.14910613603938544
clq0.5 tile,kendall,smallindel,sd,deg7_clamp,0.50-0.90,10,68,0.27410784606551974
clq0.5 tile,kendall,smallindel,sd,deg7_clamp,0.90-0.99,68,319,0.7139104414398391
clq0.5 tile,kendall,smallindel,sd,deg7_clamp,0.99-1.00,319,947,1.2883844247040384
clq0.5 tile,kendall,smallindel,sd,deg10_clamp,0.00-0.50,2,10,0.14858991174519828
clq0.5 tile,kendall,smallindel,sd,deg10_clamp,0.50-0.90,10,68,0.2742172844002493
clq0.5 tile,kendall,smallindel,sd,deg10_clamp,0.90-0.99,68,319,0.7361985607833579
clq0.5 tile,kendall,smallindel,sd,deg10_clamp,0.99-1.00,319,947,1.3319539148036967
clq0.5 tile,kendall,smallindel,sd,deg15_clamp,0.00-0.50,2,10,0.148021177364596
clq0.5 tile,kendall,smallindel,sd,deg15_clamp,0.50-0.90,10,68,0.2720220476212344
clq0.5 tile,kendall,smallindel,sd,deg15_clamp,0.90-0.99,68,319,0.7693010516123815
clq0.5 tile,kendall,smallindel,sd,deg15_clamp,0.99-1.00,319,947,1.614788486210579
clq0.5 tile,kendall,smallindel,sd,deg20_clamp,0.00-0.50,2,10,0.14930191981138313
clq0.5 tile,kendall,smallindel,sd,deg20_clamp,0.50-0.90,10,68,0.27278881753145967
clq0.5 tile,kendall,smallindel,sd,deg20_clamp,0.90-0.99,68,319,0.7877920536276474
clq0.5 tile,kendall,smallindel,sd,deg20_clamp,0.99-1.00,319,947,5.134462988881909
clq0.5 tile,kendall,smallindel,sd,deg2,0.00-0.50,2,10,0.21296355462575237
clq0.5 tile,kendall,smallindel,sd,deg2,0.50-0.90,10,68,0.3083279452750648
clq0.5 tile,kendall,smallindel,sd,deg2,0.90-0.99,68,319,0.8096495502610057
clq0.5 tile,kendall,smallindel,sd,deg2,0.99-1.00,319,947,1.6036072324242667
clq0.5 tile,kendall,smallindel,sd,deg7,0.00-0.50,2,10,0.14910613603938544
clq0.5 tile,kendall,smallindel,sd,deg7,0.50-0.90,10,68,0.27410784606551974
clq0.5 tile,kendall,smallindel,sd,deg7,0.90-0.99,68,319,0.7139104414398391
clq0.5 tile,kendall,smallindel,sd,deg7,0.99-1.00,319,947,1.5750904696007086
clq0.5 tile,kendall,smallindel,sd,isotonic,0.00-0.50,2,10,0.15190131993795758
clq0.5 tile,kendall,smallindel,sd,isotonic,0.50-0.90,10,68,0.285066312166819
clq0.5 tile,kendall,smallindel,sd,isotonic,0.90-0.99,68,319,0.7689814649552683
clq0.5 tile,kendall,smallindel,sd,isotonic,0.99-1.00,319,947,1.13335869097019
clq0.5 tile,kendall,smallindel,mean,deg2_clamp,0.00-0.50,2,10,0.20200207107272314
clq0.5 tile,kendall,smallindel,mean,deg2_clamp,0.50-0.90,10,68,0.3256827279221624
clq0.5 tile,kendall,smallindel,mean,deg2_clamp,0.90-0.99,68,319,0.6415422412633671
clq0.5 tile,kendall,smallindel,mean,deg2_clamp,0.99-1.00,319,947,0.8250273682834687
clq0.5 tile,kendall,smallindel,mean,deg5_clamp,0.00-0.50,2,10,0.19309044721208174
clq0.5 tile,kendall,smallindel,mean,deg5_clamp,0.50-0.90,10,68,0.32040472408627646
clq0.5 tile,kendall,smallindel,mean,deg5_clamp,0.90-0.99,68,319,0.6681211510051733
clq0.5 tile,kendall,smallindel,mean,deg5_clamp,0.99-1.00,319,947,0.9806205954297658
clq0.5 tile,kendall,smallindel,mean,deg7_clamp,0.00-0.50,2,10,0.1903551878495437
