chrom,pos,ref_len,alt_len,size,vclass,sig_classes,best_axis,best_nlp,n_axes,MAF,tier,region,gene,symbol,protein_name,categories,strand,te_overlap,nearest_gene,dist_to_gene,block,block_span_genes,block_gene_mismatch,snp_cosig_2kb,snp_cosig_dist,snp_cosig_axes
Chr3,20809799,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.919603707885795,1,0.0715812390500849,7_proximal_intergenic,intergenic,,,,,,False,AT3G56080,510,Chr3_9470,AT3G56070;AT3G56080,True,False,,
Chr4,7081793,2,2,0,snp,"nonsnp,smallindel",bio15,8.897419851750524,1,0.0568421645597978,7_proximal_intergenic,intergenic,,,,,,False,AT4G11770,485,Chr4_2809,AT4G11770,True,True,1542.0,"bio11,bio15,bio6,pc1"
Chr4,16578572,2,1,1,smallindel,"nonsnp,smallindel",bio10,8.885897340863725,2,0.0522007021037015,7_proximal_intergenic,intergenic,,,,,,False,AT4G34750,120,Chr4_8163,AT4G34750,True,False,,
Chr5,9115178,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.884015695756073,1,0.1334146586331454,7_proximal_intergenic,intergenic,,,,,,False,AT5G26090,1943,Chr5_4870,AT5G26100,True,False,,
Chr5,26229867,31,1,30,smallindel,"nonsnp,smallindel",bio15,8.839185506996428,1,0.0538190820000388,7_proximal_intergenic,intergenic,,,,,,False,AT5G65630,1418,Chr5_13590,AT5G65630,True,False,,
Chr5,10497076,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.812045004919241,1,0.2264633178710937,7_proximal_intergenic,intergenic,,,,,,False,AT5G28520,2224,Chr5_5454,,False,False,,
Chr1,10022462,3,1,2,smallindel,"nonsnp,smallindel",bio15,8.811843291022699,2,0.0799288912252946,7_proximal_intergenic,intergenic,,,,,,False,AT1G28510,1412,Chr1_5352,AT1G28490;AT1G28500,True,False,,
Chr4,2560162,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.810195719082465,1,0.0837843418121337,7_proximal_intergenic,intergenic,,,,,,False,AT4G05000,2881,Chr4_1393,AT4G05000,True,False,,
Chr3,11530078,2,2,0,snp,"nonsnp,smallindel",bio4,8.809027013651972,2,0.0778677084229209,7_proximal_intergenic,intergenic,,,,,,False,AT3G29670,728,Chr3_6063,AT3G29680;AT3G29690,True,False,,
Chr3,9836707,2,4,2,smallindel,"nonsnp,smallindel",bio6,8.807125707178749,2,0.4005035053599964,7_proximal_intergenic,intergenic,,,,,,False,AT3G26744,1460,Chr3_5231,AT3G26744,True,False,,
Chr4,6063876,29,1,28,smallindel,smallindel,bio15,8.806505651937735,1,0.0553850098089738,7_proximal_intergenic,intergenic,,,,,,False,AT4G09587,758,Chr4_2100,AT4G09580;AT4G09587;AT4G09590;AT4G09600,True,True,70.0,bio15
Chr1,13168568,14,1,13,smallindel,"nonsnp,smallindel",bio4,8.788721643227287,2,0.0984685854478315,7_proximal_intergenic,intergenic,,,,,,False,AT1G35630,4056,Chr1_6999,AT1G35625;AT1G35630,True,True,4.0,bio4
Chr4,6059131,1487,1,1486,sv,"nonsnp,sv",bio15,8.787661585983948,1,0.0553850098089738,7_proximal_intergenic,intergenic,,,,,,False,AT4G09587,2361,Chr4_2100,AT4G09580;AT4G09587;AT4G09590;AT4G09600,True,False,,
Chr5,14909191,28,1,27,smallindel,"nonsnp,smallindel",bio15,8.783201420054478,1,0.0570674050937999,7_proximal_intergenic,intergenic,,,,,,False,AT5G37530,14,Chr5_6313,AT5G37530,True,True,4.0,bio15
Chr5,23180626,1,4,3,smallindel,"nonsnp,smallindel",bio1,8.760696772339534,2,0.1033728339455344,7_proximal_intergenic,intergenic,,,,,,False,AT5G57200,25,Chr5_11976,AT5G57200;AT5G57210,True,False,,
Chr1,8718198,1,12,11,smallindel,"nonsnp,smallindel",bio15,8.744802727442996,1,0.1458131291649558,7_proximal_intergenic,intergenic,,,,,,False,AT1G24600,2111,Chr1_4688,,False,False,,
Chr4,6830523,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.673596288648382,1,0.0540222200480374,7_proximal_intergenic,intergenic,,,,,,False,AT4G11210,2167,Chr4_2594,AT4G11190,True,True,3.0,bio15
Chr4,9445897,3,3,0,snp,"nonsnp,smallindel",bio3,8.662534808716844,1,0.2344748757102273,7_proximal_intergenic,intergenic,,,,,,False,AT4G16780,3215,Chr4_4489,,False,True,5.0,"bio1,bio10,bio11,bio15,bio3,bio5"
Chr2,7766511,1,3,2,smallindel,"nonsnp,smallindel",bio15,8.633477886911374,1,0.0885419466278769,7_proximal_intergenic,intergenic,,,,,,False,AT2G17880,451,Chr2_2415,AT2G17880,True,True,40.0,bio15
Chr1,21037586,2,2,0,snp,"nonsnp,smallindel",bio15,8.615003824498883,1,0.0508182319727811,7_proximal_intergenic,intergenic,,,,,,False,AT1G56210,375,Chr1_9632,AT1G56210,True,True,13.0,bio15
Chr5,26687339,1,3,2,smallindel,"nonsnp,smallindel",bio15,8.598243097156594,1,0.0520558953285217,7_proximal_intergenic,intergenic,,,,,,False,AT5G66820,1717,Chr5_13887,AT5G66817,True,True,772.0,bio15
Chr3,11782018,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.590543563340562,1,0.0611750862815163,7_proximal_intergenic,intergenic,,,,,,False,AT3G30160,1631,Chr3_6092,AT3G30160,True,True,36.0,bio15
Chr1,18892077,19,1,18,smallindel,"nonsnp,smallindel",bio15,8.550172236617298,1,0.0746617533943869,7_proximal_intergenic,intergenic,,,,,,False,AT1G50960,358,Chr1_8518,AT1G50960,True,False,,
Chr1,13154736,1,469,468,sv,"nonsnp,sv",bio17,8.5396364899544,3,0.0689364129846746,7_proximal_intergenic,intergenic,,,,,,False,AT1G35617,788,Chr1_6985,,False,False,,
Chr1,4584401,2,1,1,smallindel,"nonsnp,smallindel",bio1,8.533543388583288,1,0.0907941894097761,7_proximal_intergenic,intergenic,,,,,,False,AT1G13370,3378,Chr1_2321,,False,True,1950.0,"bio1,bio11"
Chr5,26214149,10,1,9,smallindel,"nonsnp,smallindel",bio1,8.528820238270317,3,0.0543296608057889,7_proximal_intergenic,intergenic,,,,,,False,AT5G65590,1013,Chr5_13585,AT5G65590,True,True,980.0,bio15
Chr1,12050318,1,17,16,smallindel,"nonsnp,smallindel",bio3,8.512839702440363,1,0.1061152761632746,7_proximal_intergenic,intergenic,,,,,,False,AT1G33230,252,Chr1_6585,AT1G33230;AT1G33240,True,True,124.0,bio3
Chr5,12602006,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.507881687088549,1,0.1034394719383933,7_proximal_intergenic,intergenic,,,,,,False,AT5G33370,461,Chr5_5739,AT5G33355;AT5G33370,True,False,,
Chr2,3245538,2,1,1,smallindel,"nonsnp,smallindel",bio10,8.497202383600705,2,0.2754263010892001,7_proximal_intergenic,intergenic,,,,,,False,AT2G07776,480,Chr2_1284,AT2G07521;AT2G07560;AT2G07599;AT2G07640;AT2G07667;AT2G07669;AT2G07671;AT2G07672;AT2G07673;AT2G07674;AT2G07675;AT2G07676;AT2G07678;AT2G07680;AT2G07681;AT2G07684;AT2G07687;AT2G07689;AT2G07690;AT2G07691;AT2G07692;AT2G07695;AT2G07696;AT2G07698;AT2G07701;AT2G07702;AT2G07705;AT2G07706;AT2G07707;AT2G07708;AT2G07713;AT2G07714;AT2G07715;AT2G07718;AT2G07719;AT2G07721;AT2G07722;AT2G07724;AT2G07725;AT2G07727;AT2G07728;AT2G07732;AT2G07734;AT2G07738;AT2G07739;AT2G07741;AT2G07742;AT2G07743;AT2G07745;AT2G07746;AT2G07748;AT2G07749;AT2G07750;AT2G07751;AT2G07752;AT2G07753;AT2G07754;AT2G07755;AT2G07756;AT2G07757;AT2G07758;AT2G07759;AT2G07760;AT2G07761;AT2G07762;AT2G07763;AT2G07764;AT2G07765;AT2G07766;AT2G07768;AT2G07771;AT2G07772;AT2G07773;AT2G07774;AT2G07775;AT2G07776;AT2G07777;AT2G07778;AT2G07779;AT2G07785;AT2G07787;AT2G07792;AT2G07793;AT2G07794;AT2G07795;AT2G07798;AT2G07806;AT2G07815;AT2G07820;AT2G07825;AT2G07827;AT2G07830;AT2G07835;AT2G07981;AT2G08986;AT2G09388;AT2G09795;AT2G09838;AT2G09840,True,False,,
Chr1,4587526,13,1,12,smallindel,"nonsnp,smallindel",bio1,8.492490750508434,2,0.1062626947056163,7_proximal_intergenic,intergenic,,,,,,False,AT1G13370,242,Chr1_2326,AT1G13370,True,True,450.0,"bio1,bio11"
Chr5,14909627,11,2,9,smallindel,"nonsnp,smallindel",bio15,8.465976737743631,1,0.0580072944814508,7_proximal_intergenic,intergenic,,,,,,False,AT5G37530,450,Chr5_6314,,False,True,432.0,bio15
Chr5,10990769,1,2,1,smallindel,"nonsnp,smallindel",bio18,8.411812367535804,2,0.4715970212763006,7_proximal_intergenic,intergenic,,,,,,False,AT5G28950,1736,Chr5_5528,AT5G28950,True,True,44.0,"bio18,bio6,pc1"
Chr5,23298584,3,1,2,smallindel,"nonsnp,smallindel",bio15,8.401656533319688,1,0.221664320338856,7_proximal_intergenic,intergenic,,,,,,False,AT5G57530,1735,Chr5_12028,,False,False,,
Chr4,9758141,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.396270219650033,2,0.1219368847933682,7_proximal_intergenic,intergenic,,,,,,False,AT4G17500,1183,Chr4_4702,,False,False,,
Chr5,21979915,2,1,1,smallindel,"nonsnp,smallindel",pc1,8.347240121060869,2,0.3248386816544966,7_proximal_intergenic,intergenic,,,,,,False,AT5G54150,1678,Chr5_11226,AT5G54160,True,False,,
Chr5,14350950,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.325379648706193,1,0.0755196701396595,7_proximal_intergenic,intergenic,,,,,,False,AT5G36430,86,Chr5_6129,AT5G36300;AT5G36310;AT5G36320;AT5G36330;AT5G36340;AT5G36350;AT5G36360;AT5G36370;AT5G36380;AT5G36390;AT5G36400;AT5G36410;AT5G36420;AT5G36430;AT5G36440;AT5G36450;AT5G36460;AT5G36470;AT5G36480;AT5G36490;AT5G36500;AT5G36520;AT5G36540;AT5G36550;AT5G36657;AT5G36658;AT5G36659;AT5G36661;AT5G36662,True,False,,
Chr3,9473811,1,30,29,smallindel,"nonsnp,smallindel",bio15,8.301334691963318,1,0.0814730416644703,7_proximal_intergenic,intergenic,,,,,,False,AT3G25890,1539,Chr3_4961,,False,False,,
Chr2,10050995,2,1,1,smallindel,"nonsnp,smallindel",pc1,8.300541280474702,1,0.3166592771356756,7_proximal_intergenic,intergenic,,,,,,False,AT2G23630,1570,Chr2_3513,AT2G23630,True,False,,
Chr3,16967636,1,2,1,smallindel,"nonsnp,smallindel",bio1,8.292874089873532,2,0.0942414023659445,7_proximal_intergenic,intergenic,,,,,,False,AT3G46190,291,Chr3_7157,AT3G46190;AT3G46200,True,False,,
Chr5,7722532,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.279336408864607,1,0.178058309988542,7_proximal_intergenic,intergenic,,,,,,False,AT5G23020,693,Chr5_3902,,False,False,,
Chr5,25907102,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.26912852085334,1,0.0833456733010031,7_proximal_intergenic,intergenic,,,,,,False,AT5G64800,699,Chr5_13451,AT5G64800,True,False,,
Chr5,22870278,2,1,1,smallindel,"nonsnp,smallindel",bio10,8.266078081373376,2,0.135154821655967,7_proximal_intergenic,intergenic,,,,,,False,AT5G56480,47,Chr5_11792,AT5G56460;AT5G56470;AT5G56480;AT5G56490,True,False,,
Chr2,12538029,8,1,7,smallindel,"nonsnp,smallindel",bio15,8.260662914501763,1,0.2440749948674981,7_proximal_intergenic,intergenic,,,,,,False,AT2G29150,1065,Chr2_4973,AT2G29140;AT2G29150;AT2G29170;AT2G29180;AT2G29190,True,False,,
Chr5,26917409,26,1,25,smallindel,"nonsnp,smallindel",bio2,8.259275245362268,1,0.2243239662863991,7_proximal_intergenic,intergenic,,,,,,False,AT5G67440,1115,Chr5_14043,,False,False,,
Chr5,8171717,1,3,2,smallindel,"nonsnp,smallindel",bio1,8.203695372604459,3,0.0500398224050348,7_proximal_intergenic,intergenic,,,,,,False,AT5G24150,599,Chr5_4230,AT5G24150,True,False,,
Chr5,22001779,1,4,3,smallindel,"nonsnp,smallindel",bio15,8.186382207680822,1,0.0628834475170482,7_proximal_intergenic,intergenic,,,,,,False,AT5G54200,4703,Chr5_11242,AT5G54210,True,True,8.0,bio15
Chr5,16319866,3,1,2,smallindel,"nonsnp,smallindel",bio15,8.165704470966483,1,0.0984446568922563,7_proximal_intergenic,intergenic,,,,,,False,AT5G40770,3147,Chr5_7226,,False,False,,
Chr2,16762057,1,33,32,smallindel,"nonsnp,smallindel",bio15,8.136461459389023,1,0.0822623643008145,7_proximal_intergenic,intergenic,,,,,,False,AT2G40130,3863,Chr2_7073,,False,False,,
Chr1,26213291,1,9,8,smallindel,"nonsnp,smallindel",bio15,8.135131722829854,1,0.1176210425116799,7_proximal_intergenic,intergenic,,,,,,False,AT1G69690,2933,Chr1_13521,,False,True,1.0,bio15
Chr1,60978,11,1,10,smallindel,"nonsnp,smallindel",pc1,8.1269614181854,1,0.0569889437068592,7_proximal_intergenic,intergenic,,,,,,False,AT1G01130,917,Chr1_20,AT1G01130,True,False,,
Chr4,6881152,1,4,3,smallindel,"nonsnp,smallindel",bio10,8.115308086658636,1,0.3774026957425204,7_proximal_intergenic,intergenic,,,,,,False,AT4G11310,2399,Chr4_2633,,False,True,1420.0,bio6
Chr2,9032070,3,1,2,smallindel,"nonsnp,smallindel",bio4,8.111164798433071,1,0.0505176511677828,7_proximal_intergenic,intergenic,,,,,,False,AT2G21050,2018,Chr2_2981,AT2G21045,True,False,,
Chr2,2212803,8,1,7,smallindel,"nonsnp,smallindel",bio11,8.105347124050173,2,0.3557469628073952,7_proximal_intergenic,intergenic,,,,,,False,AT2G05810,1202,Chr2_1124,AT2G05803;AT2G05810,True,True,44.0,"bio1,bio11,bio6"
Chr5,17827623,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.097429444669645,1,0.0996150862086902,7_proximal_intergenic,intergenic,,,,,,False,AT5G44250,1861,Chr5_8545,,False,False,,
Chr5,21905002,1,2,1,smallindel,"nonsnp,smallindel",bio1,8.096705185966345,2,0.1709392287514426,7_proximal_intergenic,intergenic,,,,,,False,AT5G53950,1179,Chr5_11155,,False,False,,
Chr2,11442210,1,12,11,smallindel,"nonsnp,smallindel",bio3,8.040661928093984,1,0.1472026434811678,7_proximal_intergenic,intergenic,,,,,,False,AT2G26820,11,Chr2_4279,AT2G26810;AT2G26820,True,True,447.0,"bio1,bio15,bio3,pc1"
Chr3,18975438,1,7,6,smallindel,"nonsnp,smallindel",bio10,8.034837671755874,1,0.2329354936426336,7_proximal_intergenic,intergenic,,,,,,False,AT3G51080,546,Chr3_8459,,False,False,,
Chr1,13836080,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.033654351850863,1,0.0540846694599498,7_proximal_intergenic,intergenic,,,,,,False,AT1G36622,51,Chr1_7141,AT1G36622,True,False,,
Chr2,7706458,45,1,44,smallindel,"nonsnp,smallindel",bio15,8.0318033404434,1,0.0731924718076532,7_proximal_intergenic,intergenic,,,,,,False,AT2G17740,394,Chr2_2383,AT2G17740,True,False,,
Chr4,11905949,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.028295591194889,3,0.1417507583444768,7_proximal_intergenic,intergenic,,,,,,False,AT4G22620,1682,Chr4_6150,AT4G22610;AT4G22620,True,True,44.0,bio15
Chr5,26073562,1,200,199,sv,"nonsnp,sv",bio1,8.026237488275648,6,0.0619970289143649,7_proximal_intergenic,intergenic,,,,,,False,AT5G65240,840,Chr5_13532,AT5G65210;AT5G65220;AT5G65230,True,True,472.0,"bio1,bio10,bio11"
Chr1,11812421,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.00750705387895,1,0.1861678687008944,7_proximal_intergenic,intergenic,,,,,,False,AT1G32660,41,Chr1_6429,AT1G32660,True,False,,
Chr3,23117269,3,1,2,smallindel,"nonsnp,smallindel",bio15,8.006817872827416,1,0.0888799808242104,7_proximal_intergenic,intergenic,,,,,,False,AT3G62499,2573,Chr3_10520,AT3G62460;AT3G62470;AT3G62499;AT3G62500;AT3G62510;AT3G62528;AT3G62530;AT3G62540,True,False,,
Chr5,22227028,2,2,0,snp,smallindel,pc1,8.002639967326447,1,0.254406062039462,7_proximal_intergenic,intergenic,,,,,,False,AT5G54710,545,Chr5_11415,AT5G54700;AT5G54710;AT5G54720;AT5G54730,True,True,26.0,"bio1,bio11,pc1"
Chr5,22226871,152,1,151,sv,"nonsnp,sv",pc1,7.997007415448012,5,0.254406062039462,7_proximal_intergenic,intergenic,,,,,,False,AT5G54710,552,Chr5_11415,AT5G54700;AT5G54710;AT5G54720;AT5G54730,True,True,65.0,"bio1,bio11,pc1"
Chr5,26529362,3,3,0,snp,"nonsnp,smallindel",bio1,7.992367830873087,2,0.2023546478965065,7_proximal_intergenic,intergenic,,,,,,False,AT5G66440,871,Chr5_13768,AT5G66440,True,False,,
Chr5,13612705,3,1,2,smallindel,"nonsnp,smallindel",bio10,7.989759934027925,2,0.144468220797452,7_proximal_intergenic,intergenic,,,,,,False,AT5G35407,773,Chr5_5885,,False,True,127.0,"bio1,bio10"
Chr3,8298716,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.974959202276622,1,0.0506678440354087,7_proximal_intergenic,intergenic,,,,,,False,AT3G23245,1665,Chr3_4113,,False,False,,
Chr5,23339911,7,1,6,smallindel,"nonsnp,smallindel",bio15,7.970583605835382,1,0.117589462887157,7_proximal_intergenic,intergenic,,,,,,False,AT5G57630,930,Chr5_12039,AT5G57625;AT5G57630,True,True,1486.0,bio15
Chr4,9446187,2,2,0,snp,"nonsnp,smallindel",bio3,7.966268628436075,1,0.1849193789742209,7_proximal_intergenic,intergenic,,,,,,False,AT4G16780,2926,Chr4_4492,,False,True,13.0,"bio1,bio10,bio11,bio15,bio3,bio5"
Chr3,4617673,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.961487639202371,1,0.1637444604526866,7_proximal_intergenic,intergenic,,,,,,False,AT3G13980,1365,Chr3_2195,AT3G13980,True,True,9.0,bio15
Chr4,8036415,2,2,0,snp,"nonsnp,smallindel",bio15,7.961057963663587,1,0.0555920113216746,7_proximal_intergenic,intergenic,,,,,,False,AT4G13890,2692,Chr4_3568,AT4G13820;AT4G13830;AT4G13840;AT4G13850;AT4G13860;AT4G13870;AT4G13880;AT4G13885;AT4G13890;AT4G13918;AT4G13920,True,False,,
Chr4,9446152,1,11,10,smallindel,"nonsnp,smallindel",bio1,7.959764998559979,1,0.1603013493797996,7_proximal_intergenic,intergenic,,,,,,False,AT4G16780,2962,Chr4_4492,,False,True,4.0,"bio1,bio10,bio11,bio15,bio3,bio5"
Chr5,12916715,2,1,1,smallindel,"nonsnp,smallindel",pc1,7.957970662983935,1,0.0902548486536199,7_proximal_intergenic,intergenic,,,,,,False,AT5G34581,3650,Chr5_5746,AT5G34581,True,True,267.0,"bio15,pc1"
Chr2,1000699,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.955209772141226,1,0.4538914073597301,7_proximal_intergenic,intergenic,,,,,,False,AT2G03290,93,Chr2_647,AT2G03280;AT2G03290,True,False,,
Chr5,23099386,15,1,14,smallindel,"nonsnp,smallindel",bio15,7.940911263605341,1,0.087748955596577,7_proximal_intergenic,intergenic,,,,,,False,AT5G57080,18,Chr5_11939,AT5G57080,True,False,,
Chr4,8354007,4,1,3,smallindel,"nonsnp,smallindel",bio6,7.936861025044134,1,0.0697516473856839,7_proximal_intergenic,intergenic,,,,,,False,AT4G14550,3988,Chr4_3810,,False,False,,
Chr4,5938233,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.9235661206249395,1,0.1063381650231101,7_proximal_intergenic,intergenic,,,,,,False,AT4G09360,1952,Chr4_2052,AT4G09360;AT4G09420;AT4G09430;AT4G09432,True,True,328.0,bio15
Chr5,22226798,1,5,4,smallindel,"nonsnp,smallindel",bio1,7.922567396334354,3,0.2428034218874844,7_proximal_intergenic,intergenic,,,,,,False,AT5G54710,776,Chr5_11415,AT5G54700;AT5G54710;AT5G54720;AT5G54730,True,True,8.0,"bio1,bio11,pc1"
Chr4,8443886,10,1,9,smallindel,"nonsnp,smallindel",bio15,7.914995226785526,1,0.1715915311466563,7_proximal_intergenic,intergenic,,,,,,False,AT4G14723,3047,Chr4_3873,,False,True,919.0,bio15
Chr1,4584377,2,2,0,snp,"nonsnp,smallindel",bio11,7.905505566061603,1,0.0646831339055841,7_proximal_intergenic,intergenic,,,,,,False,AT1G13370,3402,Chr1_2321,,False,True,1974.0,"bio1,bio11"
Chr3,16907256,15,3,12,smallindel,"nonsnp,smallindel",bio15,7.901731180389472,1,0.0575307445092634,7_proximal_intergenic,intergenic,,,,,,False,AT3G46000,181,Chr3_7110,AT3G45990;AT3G46000,True,False,,
Chr5,4736569,1,10,9,smallindel,"nonsnp,smallindel",bio1,7.886722340560748,1,0.0554999438199129,7_proximal_intergenic,intergenic,,,,,,False,AT5G14690,2022,Chr5_2279,,False,True,1057.0,pc1
Chr1,8225875,1,7,6,smallindel,"nonsnp,smallindel",bio15,7.8854642002972755,1,0.079324028708718,7_proximal_intergenic,intergenic,,,,,,False,AT1G23200,1303,Chr1_4383,,False,True,9.0,bio15
Chr4,7398450,2,2,0,snp,"nonsnp,smallindel",bio15,7.875532386899356,1,0.2485720027576793,7_proximal_intergenic,intergenic,,,,,,False,AT4G12460,1941,Chr4_3082,AT4G12460,True,True,271.0,bio15
Chr5,7457885,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.867801934906873,1,0.1002367518164894,7_proximal_intergenic,intergenic,,,,,,False,AT5G22490,1058,Chr5_3786,,False,False,,
Chr5,17950231,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.862146492607225,1,0.349819768558849,7_proximal_intergenic,intergenic,,,,,,False,AT5G44565,1280,Chr5_8655,,False,True,43.0,bio15
Chr1,21327338,1,2,1,smallindel,"nonsnp,smallindel",bio10,7.856140475870328,1,0.401676828211004,7_proximal_intergenic,intergenic,,,,,,False,AT1G57590,22,Chr1_9794,AT1G57590,True,True,3.0,bio10
Chr5,19991654,2,1,1,smallindel,"nonsnp,smallindel",bio3,7.831077546128986,1,0.1763603145425969,7_proximal_intergenic,intergenic,,,,,,False,AT5G49310,361,Chr5_10107,AT5G49290;AT5G49300;AT5G49310,True,False,,
Chr1,8387176,4,2,2,smallindel,"nonsnp,smallindel",bio1,7.78840805479217,2,0.054577041756023,7_proximal_intergenic,intergenic,,,,,,False,AT1G23710,750,Chr1_4490,AT1G23710,True,False,,
Chr3,22991932,1,3,2,smallindel,"nonsnp,smallindel",bio15,7.78641691154498,1,0.0536281574856151,7_proximal_intergenic,intergenic,,,,,,False,AT3G62090,1223,Chr3_10462,AT3G62090,True,True,355.0,bio15
Chr2,5016267,1,16,15,smallindel,"nonsnp,smallindel",bio15,7.783946200925007,1,0.051704390482469,7_proximal_intergenic,intergenic,,,,,,False,AT2G12405,4677,Chr2_1429,AT2G12461,True,False,,
Chr4,16720914,1,3,2,smallindel,"nonsnp,smallindel",bio15,7.776438398706694,1,0.0613738731904463,7_proximal_intergenic,intergenic,,,,,,False,AT4G35130,170,Chr4_8244,AT4G35120;AT4G35130;AT4G35140,True,False,,
Chr5,9850304,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.77454315086367,1,0.3354671218178489,7_proximal_intergenic,intergenic,,,,,,False,AT5G27807,2358,Chr5_5324,,False,False,,
Chr1,19628324,19,1,18,smallindel,"nonsnp,smallindel",bio10,7.769537982409544,1,0.0510765801776539,7_proximal_intergenic,intergenic,,,,,,False,AT1G52700,2784,Chr1_8932,AT1G52690;AT1G52695;AT1G52700,True,False,,
Chr2,8776700,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.750520245708516,2,0.4560246467590332,7_proximal_intergenic,intergenic,,,,,,False,AT2G20330,1086,Chr2_2873,,False,False,,
Chr1,25654314,1,2,1,smallindel,"nonsnp,smallindel",pc1,7.740260672953972,1,0.1568911292336204,7_proximal_intergenic,intergenic,,,,,,False,AT1G68420,158,Chr1_13137,AT1G68420;AT1G68430;AT1G68440,True,False,,
Chr2,276624,2,2,0,snp,"nonsnp,smallindel",bio15,7.739978816357926,1,0.1002445979551835,7_proximal_intergenic,intergenic,,,,,,False,AT2G01620,1502,Chr2_179,,False,False,,
Chr3,14225085,1,489,488,sv,sv,bio1,7.737161855056851,2,0.1720218333331021,7_proximal_intergenic,intergenic,,,,,,False,AT3G42050,3410,Chr3_6284,AT3G33187;AT3G33293;AT3G33393;AT3G33494;AT3G33520;AT3G33528;AT3G33530;AT3G41761;AT3G41762;AT3G41768;AT3G41979;AT3G42050,True,True,383.0,"bio1,bio10,bio11"
Chr2,10678445,1,8,7,smallindel,"nonsnp,smallindel",bio15,7.729331928940187,1,0.059866341677579,7_proximal_intergenic,intergenic,,,,,,False,AT2G25100,1079,Chr2_3883,,False,False,,
Chr2,99285,3,3,0,snp,"nonsnp,smallindel",bio8,7.726596488555346,1,0.1111707795750011,7_proximal_intergenic,intergenic,,,,,,False,AT2G01150,1362,Chr2_18,,False,False,,
Chr1,4456305,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.724926132767035,1,0.0751945593140342,7_proximal_intergenic,intergenic,,,,,,False,AT1G13060,1429,Chr1_2243,,False,False,,
Chr1,4627420,3,1,2,smallindel,"nonsnp,smallindel",bio1,7.704130083875786,1,0.0595874027772383,7_proximal_intergenic,intergenic,,,,,,False,AT1G13500,367,Chr1_2358,AT1G13480;AT1G13485;AT1G13490;AT1G13500;AT1G13510;AT1G13520,True,False,,
Chr2,1945517,29,1,28,smallindel,"nonsnp,smallindel",bio15,7.695915027677371,1,0.173646330833435,7_proximal_intergenic,intergenic,,,,,,False,AT2G05335,2475,Chr2_1057,AT2G05350;AT2G05360;AT2G05370,True,False,,
Chr2,493963,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.687642034251751,1,0.0730492581020702,7_proximal_intergenic,intergenic,,,,,,False,AT2G02060,1607,Chr2_344,AT2G02040;AT2G02050;AT2G02060,True,False,,
Chr1,19084023,5,1,4,smallindel,"nonsnp,smallindel",bio15,7.677099700274739,1,0.0581302534450184,7_proximal_intergenic,intergenic,,,,,,False,AT1G51460,2590,Chr1_8612,AT1G51460,True,True,966.0,bio15
Chr5,11287556,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.667944156855926,1,0.0601625767621127,7_proximal_intergenic,intergenic,,,,,,False,AT5G29624,952,Chr5_5591,AT5G29624,True,True,1875.0,bio15
Chr2,1912762,5,5,0,snp,"nonsnp,smallindel",bio15,7.6609941772579955,1,0.1496252038262107,7_proximal_intergenic,intergenic,,,,,,False,AT2G05250,572,Chr2_1037,AT2G05250,True,False,,
Chr2,19697890,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.6603967374345885,1,0.0549630739472129,7_proximal_intergenic,intergenic,,,,,,False,AT2G48160,1069,Chr2_8511,AT2G48070;AT2G48075;AT2G48080;AT2G48090;AT2G48100;AT2G48110;AT2G48120;AT2G48121;AT2G48130;AT2G48140;AT2G48150;AT2G48160,True,True,201.0,bio15
Chr2,843547,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.6598929732868895,1,0.053244411945343,7_proximal_intergenic,intergenic,,,,,,False,AT2G02880,118,Chr2_575,AT2G02880;AT2G02890,True,False,,
Chr2,18726220,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.649124543352043,1,0.0533545504916798,7_proximal_intergenic,intergenic,,,,,,False,AT2G45430,1341,Chr2_8049,AT2G45430,True,False,,
